order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,customer_state,faixa_valor,estrato,hour_of_day,day_of_week,day_of_month
7da1331ba1360722203a1815d5e80844,1,boleto,1,59.22,2018-05-24 14:28:00,MG,Q2,boleto|Q2,14,3,24
e6e3ea418f0f343e88a3dc62eaf24699,1,boleto,1,60.88,2018-03-12 21:31:18,SP,Q2,boleto|Q2,21,0,12
cb2fbc8c6e48dc4954fc8cb1034900f0,1,boleto,1,62.83,2017-03-08 19:27:48,SP,Q2,boleto|Q2,19,2,8
1bce4e7b57b2796a7e726aeebb967a32,1,boleto,1,67.5,2017-12-06 12:41:52,SP,Q2,boleto|Q2,12,2,6
2bed7602716232f428dd9a52fb9bd809,1,boleto,1,72.14,2017-12-12 23:16:29,SC,Q2,boleto|Q2,23,1,12
31e94b867c30c7627862d2311ec5e9b7,1,boleto,1,72.66,2017-07-13 11:01:28,PR,Q2,boleto|Q2,11,3,13
7113e8344293a6a03453110d67c7f533,1,boleto,1,72.76,2018-04-25 12:08:11,SP,Q2,boleto|Q2,12,2,25
563c431a361a75cff783684f644d7601,1,boleto,1,73.69,2017-11-16 13:55:14,MT,Q2,boleto|Q2,13,3,16
e787cf3437f6f847e25838682a4696a6,1,boleto,1,73.91,2018-02-16 13:41:51,RJ,Q2,boleto|Q2,13,4,16
1ff6183537eb3a189de77b309ed28ad1,1,boleto,1,84.23,2018-01-02 17:31:02,RJ,Q2,boleto|Q2,17,1,2
f85b47957bb21d303dabed9052490610,1,boleto,1,86.68,2018-06-26 22:03:29,RS,Q2,boleto|Q2,22,1,26
a3b53b3e29cbb1eae203156848b4407f,1,boleto,1,88.75,2018-06-04 14:42:08,SP,Q2,boleto|Q2,14,0,4
0b83b48cff92afd5eb4360860cad0ff1,1,boleto,1,90.84,2017-02-15 15:27:15,PE,Q2,boleto|Q2,15,2,15
47f545499e9ca5a70d3ec65e4e70adfd,1,boleto,1,93.82,2018-04-07 18:25:28,SP,Q2,boleto|Q2,18,5,7
274a1c50ff2991f27b21bd8465c43882,1,boleto,1,96.31,2017-12-16 16:42:20,MS,Q2,boleto|Q2,16,5,16
8e3b10ce93deae6a8e8739b7a41b86d5,1,boleto,1,110.09,2018-03-12 13:44:17,MS,Q3,boleto|Q3,13,0,12
242bbe951cccc62e01cb9aa3840bbd14,1,boleto,1,111.25,2017-05-14 18:36:50,SP,Q3,boleto|Q3,18,6,14
04b7151492b049661380a47e0449f9b6,1,boleto,1,111.79,2018-07-02 20:06:25,PR,Q3,boleto|Q3,20,0,2
830c7606efcb798e1bacdc56247dc134,1,boleto,1,117.79,2018-08-09 13:35:56,SP,Q3,boleto|Q3,13,3,9
30a3bac324f40459c6d1a739bc811506,1,boleto,1,117.93,2017-10-17 08:28:00,MG,Q3,boleto|Q3,8,1,17
be624b5788e2a4d4dfb9414c378c20c6,1,boleto,1,121.17,2018-03-12 10:59:12,MG,Q3,boleto|Q3,10,0,12
09d6c2dd8c08336a2cbd1c449a2ef158,1,boleto,1,127.43,2018-02-03 19:36:29,ES,Q3,boleto|Q3,19,5,3
7977a7516e5cf6cf6bf670061c886126,1,boleto,1,129.04,2017-10-27 10:39:14,SP,Q3,boleto|Q3,10,4,27
a3f9e137835e6b213ac38b80947c3b90,1,boleto,1,131.87,2018-01-07 17:21:29,ES,Q3,boleto|Q3,17,6,7
82da1fe1ba79ad376673815007b99ddf,1,boleto,1,136.64,2017-08-20 14:46:46,SP,Q3,boleto|Q3,14,6,20
75782ab140cfc2ce9f07f0b6390e32c2,1,boleto,1,138.14,2018-02-16 15:19:06,SP,Q3,boleto|Q3,15,4,16
99858c2ee75228a1cd8afbdaa5e37b7f,1,boleto,1,138.92,2018-04-13 09:50:29,SP,Q3,boleto|Q3,9,4,13
7af70833de99c5d7aaa2e6b76f1cb21c,1,boleto,1,141.96,2018-06-12 14:29:38,RS,Q3,boleto|Q3,14,1,12
275aba34a453b017029d48d8ffb43dd2,1,boleto,1,166.21,2017-04-06 15:10:29,RJ,Q3,boleto|Q3,15,3,6
171b95be9dfea0748f5bb8f017882f8f,1,boleto,1,180.33,2018-08-14 08:42:14,SP,Q4,boleto|Q4,8,1,14
44c0292da2b6567285d4d06b0ac1a676,1,boleto,1,181.69,2017-11-14 09:11:30,PR,Q4,boleto|Q4,9,1,14
11a712e608d2c5d35b89246489db966d,1,boleto,1,187.57,2017-12-28 20:21:15,RJ,Q4,boleto|Q4,20,3,28
28553df1da816f76ae87bb32739cd4b5,1,boleto,1,200.48,2018-01-31 23:38:14,SC,Q4,boleto|Q4,23,2,31
6366ce592c90a36450778259cb163cc5,1,boleto,1,208.42,2018-08-02 15:58:56,PR,Q4,boleto|Q4,15,3,2
ca37d18bde9cdb0ba2b129d3ecabfd04,1,boleto,1,224.94,2017-10-18 08:44:48,GO,Q4,boleto|Q4,8,2,18
356108ac93685d12f65fe827e25bb138,1,boleto,1,251.29,2017-12-13 17:12:42,MG,Q4,boleto|Q4,17,2,13
728416b0db65935dbf78a0cc03e8d6f8,1,boleto,1,270.0,2018-02-06 16:10:09,RS,Q4,boleto|Q4,16,1,6
b882b5c0534fa68c690e739dd788512a,1,boleto,1,320.28,2017-08-29 23:29:43,SC,Q4,boleto|Q4,23,1,29
02504308041b6ad0a112b2b7159439ed,1,boleto,1,399.58,2018-03-09 10:11:51,CE,Q4,boleto|Q4,10,4,9
6440501490dabcc13bc292e417ca410c,1,boleto,1,550.83,2018-07-13 11:23:14,PA,Q4,boleto|Q4,11,4,13
e437a323d90b04581fd8418d4afcce4f,1,boleto,1,723.2,2017-09-11 12:19:02,SP,Q4,boleto|Q4,12,0,11
70b9b8ed11b0ec066d1068325baff277,1,boleto,1,818.69,2018-05-13 14:23:30,RJ,Q4,boleto|Q4,14,6,13
0a558295652f98bafe12e259c4d3fa26,1,credit_card,1,0.99,2018-03-06 16:06:20,RJ,Q1,credit_card|Q1,16,1,6
1e54e64066c85e4c0b929c0dde6bec3b,1,credit_card,1,2.76,2018-02-01 19:56:10,PR,Q1,credit_card|Q1,19,3,1
dff1e9a517d39b940f6424c3fdfdbdea,1,credit_card,1,11.74,2017-03-15 23:25:09,SP,Q1,credit_card|Q1,23,2,15
65f72c812ba4ca1ebb3c3558c69d5693,1,credit_card,1,14.65,2017-03-06 08:02:11,SP,Q1,credit_card|Q1,8,0,6
e001ff2589d23a48871d224d2a54e187,1,credit_card,1,20.69,2018-04-30 19:26:44,SP,Q1,credit_card|Q1,19,0,30
a446e19eaf1b7ae1ac483f47c29c2d36,1,credit_card,2,25.5,2018-02-15 16:16:32,MG,Q1,credit_card|Q1,16,3,15
d860fd3dc065e22ac79622d39d28e1bc,1,credit_card,2,28.08,2018-01-08 10:22:38,RJ,Q1,credit_card|Q1,10,0,8
e88f99d9e433a6a8968b38b7dd55b080,1,credit_card,1,28.09,2018-01-19 11:05:41,MG,Q1,credit_card|Q1,11,4,19
67fa670663f748061f866f748dcef27d,1,credit_card,1,28.77,2017-10-05 19:48:11,SP,Q1,credit_card|Q1,19,3,5
e79251fae4e104ec51b1ba71a53bed1a,1,credit_card,2,29.1,2017-05-10 16:06:48,MG,Q1,credit_card|Q1,16,2,10
f5b172630b8444484feaaa1fcd33937a,1,credit_card,1,30.85,2018-01-04 05:39:58,SP,Q1,credit_card|Q1,5,3,4
01c156f67900e1f33d1234ce92cb18d9,1,credit_card,3,31.7,2018-08-03 17:40:27,RS,Q1,credit_card|Q1,17,4,3
c639deb1d7acde15275d18404daa749a,1,credit_card,1,31.78,2017-11-24 17:19:21,SP,Q1,credit_card|Q1,17,4,24
715c19fb47250380be905cedcd442b5a,1,credit_card,3,31.96,2018-07-03 22:21:59,GO,Q1,credit_card|Q1,22,1,3
1c3ad9cd29b642c9eca00186785aa309,1,credit_card,1,34.51,2017-03-04 00:38:50,PR,Q1,credit_card|Q1,0,5,4
21babe33a62ea8ca20539175f5f77dd2,1,credit_card,3,34.87,2018-05-12 22:58:39,SP,Q1,credit_card|Q1,22,5,12
e43e7a3a8ac3cfe7bb59dfe7de389ce1,1,credit_card,3,35.09,2017-09-20 22:14:33,MG,Q1,credit_card|Q1,22,2,20
f6bea0bde2ee012e3899233133874ff7,1,credit_card,2,35.68,2017-08-28 23:38:49,SP,Q1,credit_card|Q1,23,0,28
80083ca1275ffdba0b75eabe6fdf39d5,1,credit_card,1,35.69,2017-08-26 13:15:24,MS,Q1,credit_card|Q1,13,5,26
25ef8d6057a60c24d6ccd6fe6c5a8633,1,credit_card,3,36.13,2018-04-16 16:44:16,RS,Q1,credit_card|Q1,16,0,16
a556af28fe6f1e8804087924fdced810,1,credit_card,1,36.59,2017-08-17 18:00:20,SP,Q1,credit_card|Q1,18,3,17
f03c75c7842d1d7b641dcfa746784c85,1,credit_card,2,37.6,2018-02-18 12:03:25,RJ,Q1,credit_card|Q1,12,6,18
de5a2930a7d61f2dbf75078d7bfde0d4,1,credit_card,1,37.78,2018-02-27 09:53:16,SP,Q1,credit_card|Q1,9,1,27
661c8a36c0c5bbdddda480a9fd23bbab,1,credit_card,3,38.09,2017-11-19 15:30:16,RJ,Q1,credit_card|Q1,15,6,19
c645c38b97d82c6a042adcf18df3daf3,1,credit_card,2,39.81,2017-11-24 11:39:24,SP,Q1,credit_card|Q1,11,4,24
9b7c2d54410a0d2f6c4b658f00f0ec42,1,credit_card,4,40.92,2018-04-07 14:56:02,RJ,Q1,credit_card|Q1,14,5,7
871d475aeaf2288a225fe1ade32d1b44,1,credit_card,3,41.05,2017-09-08 14:44:39,MA,Q1,credit_card|Q1,14,4,8
eb8d44030d2f4ebce460ebce652242e2,1,credit_card,2,44.34,2018-03-02 19:39:10,SP,Q1,credit_card|Q1,19,4,2
ae0c90acc567c5caed29567429c341c4,1,credit_card,1,45.21,2018-07-29 12:48:12,DF,Q1,credit_card|Q1,12,6,29
ec5a489ff2d239e7ef65ab8a3057caf2,1,credit_card,4,46.22,2018-04-27 19:03:42,PR,Q1,credit_card|Q1,19,4,27
5b3e6244d63f344c1ec9663776e1ca97,1,credit_card,4,46.69,2018-01-18 18:20:45,PR,Q1,credit_card|Q1,18,3,18
9be3c9722389548409bf4cb39d07e347,1,credit_card,2,46.75,2017-11-17 13:12:46,SP,Q1,credit_card|Q1,13,4,17
a4c7db3bf41a4d09d2a5166346366be5,1,credit_card,1,47.29,2018-08-05 14:21:53,PR,Q1,credit_card|Q1,14,6,5
49410e2fb311cf8b70baeea98a3cdbf1,1,credit_card,4,47.32,2018-08-01 22:05:17,PA,Q1,credit_card|Q1,22,2,1
b7f9ef5debe4cc9e54333fa441e8dfd4,1,credit_card,1,48.15,2017-12-09 01:16:40,SP,Q1,credit_card|Q1,1,5,9
d1846363415db8171f834ad2c5ad25d3,1,credit_card,1,48.21,2018-06-28 22:11:00,SP,Q1,credit_card|Q1,22,3,28
fefeb61b51f4a30efa5d44a833e3a797,1,credit_card,1,48.79,2017-11-27 23:32:29,SP,Q1,credit_card|Q1,23,0,27
cf5f9668e80998cdc237f43f27857570,1,credit_card,4,48.81,2018-07-16 14:24:22,SP,Q1,credit_card|Q1,14,0,16
0a32952933d2a181dfe8f11d41f9f9b2,1,credit_card,1,49.69,2017-06-19 08:37:15,MG,Q1,credit_card|Q1,8,0,19
3891818a949d667ca119b3567b52363d,1,credit_card,1,51.17,2018-06-25 09:21:48,SC,Q1,credit_card|Q1,9,0,25
53fcc6acefb2363ea775e316c810677b,1,credit_card,1,51.85,2017-08-23 09:13:07,SP,Q1,credit_card|Q1,9,2,23
3db9b03f9f2cf3ddee0ab4b753046ace,1,credit_card,5,52.39,2018-05-07 15:37:19,SP,Q1,credit_card|Q1,15,0,7
fb1418494ba4e6ced8a7ae840dd9fbfc,1,credit_card,1,53.0,2018-07-28 18:46:45,SC,Q1,credit_card|Q1,18,5,28
9ce991aaccb4817cc0ca0b4edb5c5ff1,1,credit_card,4,53.78,2018-05-01 20:33:44,SP,Q1,credit_card|Q1,20,1,1
48d59c59c85665b1dd3b1f81d0f48016,1,credit_card,4,55.07,2017-11-12 17:31:53,RJ,Q1,credit_card|Q1,17,6,12
ef97cf414dbb8fe75a919ae7f4a642a9,1,credit_card,2,55.24,2018-01-07 21:32:45,SP,Q1,credit_card|Q1,21,6,7
9075ecab41fdbe2edaae75cfb6cb09b2,1,credit_card,1,55.92,2018-05-16 18:22:03,RJ,Q1,credit_card|Q1,18,2,16
a9a38bf05e94ce11495d6c4402730a56,1,credit_card,1,56.78,2017-09-05 18:44:23,SP,Q1,credit_card|Q1,18,1,5
12c53179c03899ca06bc5d368995a21f,1,credit_card,1,57.12,2018-03-06 20:49:47,SP,Q2,credit_card|Q2,20,1,6
e907b53c6245de45677494c2348dc8cc,1,credit_card,5,57.58,2018-06-26 22:19:28,SP,Q2,credit_card|Q2,22,1,26
7eec39760bfb41ecc9d7fd0ad9d6dd09,1,credit_card,5,57.7,2018-05-24 17:25:47,SP,Q2,credit_card|Q2,17,3,24
9256f7001c89e801855625e05c21537d,1,credit_card,1,61.0,2017-11-29 18:10:38,MG,Q2,credit_card|Q2,18,2,29
4636fbfb5ecb1733a2b2cf4c931f695c,1,credit_card,6,63.0,2017-08-23 14:12:58,RJ,Q2,credit_card|Q2,14,2,23
6baf65efe2c7c4b1641a061fa14fb621,1,credit_card,1,63.1,2017-11-03 17:25:26,MG,Q2,credit_card|Q2,17,4,3
d25091a3e5d9d4a0a83ad9413f8828d2,1,credit_card,5,63.23,2018-05-10 07:34:35,RS,Q2,credit_card|Q2,7,3,10
b7aeacfc25789063ab26dcbed69401a3,1,credit_card,1,63.27,2018-01-21 17:28:33,SP,Q2,credit_card|Q2,17,6,21
a10e6749400b3ea4a674cec3fd3a9605,1,credit_card,4,64.0,2017-07-02 00:48:03,SP,Q2,credit_card|Q2,0,6,2
0df2e7ba716c3f48ee4a3081092e2c19,1,credit_card,6,64.1,2018-02-28 16:24:51,RJ,Q2,credit_card|Q2,16,2,28
8e9fbb6ae194c4576ae39436916dcb1f,1,credit_card,2,64.14,2017-08-22 20:10:07,ES,Q2,credit_card|Q2,20,1,22
bf40c06bf172145e8d7d468e6de69de8,1,credit_card,4,64.51,2018-06-27 20:55:17,ES,Q2,credit_card|Q2,20,2,27
034fcc4584bd6b6ca0c0718acf969c79,1,credit_card,1,64.75,2017-04-05 20:10:40,SP,Q2,credit_card|Q2,20,2,5
de8f4a82099fe4fa6bcb8952ca51420f,1,credit_card,6,64.83,2016-10-10 16:00:30,MA,Q2,credit_card|Q2,16,0,10
9903b060ffcaca9244088e1f834fde2e,1,credit_card,1,65.36,2017-03-12 13:45:19,SP,Q2,credit_card|Q2,13,6,12
3233701bc7c9824c3d7d3e474cc7addc,1,credit_card,1,66.67,2017-11-24 22:06:20,RJ,Q2,credit_card|Q2,22,4,24
49123f75e5d9507cec9455b2ed989913,1,credit_card,6,67.16,2017-03-31 08:48:59,RJ,Q2,credit_card|Q2,8,4,31
797784ed0407046312c7f3c777583a0c,1,credit_card,1,67.6,2017-11-26 16:15:10,MG,Q2,credit_card|Q2,16,6,26
a9687a65efa981b3d1e10a8b437962da,1,credit_card,1,68.12,2017-11-22 09:48:14,PR,Q2,credit_card|Q2,9,2,22
32e48287f7d1ed208755d25cc12077bc,1,credit_card,1,68.44,2018-06-28 23:47:29,SP,Q2,credit_card|Q2,23,3,28
457e9bbfe5b17294f57280fe51c1223a,1,credit_card,1,68.64,2018-04-19 11:16:07,SP,Q2,credit_card|Q2,11,3,19
12701d216c208b08132694d01af602a7,1,credit_card,2,68.87,2018-04-07 23:57:34,SP,Q2,credit_card|Q2,23,5,7
7c20de54af91549df98fd6926d781144,1,credit_card,7,70.64,2018-07-17 17:26:41,MG,Q2,credit_card|Q2,17,1,17
0ffcc7c4e90436e138f698340e3d0e25,1,credit_card,7,70.91,2017-11-25 10:02:21,SP,Q2,credit_card|Q2,10,5,25
187014511c3530fd1ee56733d975f14a,1,credit_card,2,70.97,2018-07-02 18:05:02,SP,Q2,credit_card|Q2,18,0,2
00b676b01c289cc661c6f7732492771a,1,credit_card,1,71.19,2017-08-02 15:30:42,SP,Q2,credit_card|Q2,15,2,2
a3925c1c7a9d4544b8b2a2d34988be43,1,credit_card,2,72.45,2017-08-01 14:32:24,SP,Q2,credit_card|Q2,14,1,1
bb780bb5301c5109cb6eb07d06f3bd14,1,credit_card,5,72.79,2017-12-22 15:53:30,CE,Q2,credit_card|Q2,15,4,22
293195bcdbd978c21b548c48185374a7,1,credit_card,3,73.34,2017-09-19 16:02:05,SP,Q2,credit_card|Q2,16,1,19
e995d128a5a5bd59d704a736c4a75fd5,1,credit_card,7,73.68,2018-03-10 20:39:19,SP,Q2,credit_card|Q2,20,5,10
f5248851770f05fc31f3915accb0bcff,1,credit_card,1,73.77,2018-03-07 22:03:04,SP,Q2,credit_card|Q2,22,2,7
bfee0e661250e978b89fa43a909f038f,1,credit_card,1,75.25,2018-03-17 10:55:42,DF,Q2,credit_card|Q2,10,5,17
f2b65e04ebfd135c2194e2c36a9d821e,1,credit_card,3,76.78,2017-12-01 09:35:20,SP,Q2,credit_card|Q2,9,4,1
cf020d5028c46dbd39ec2f9345777cfd,1,credit_card,1,77.53,2018-07-25 09:17:15,PE,Q2,credit_card|Q2,9,2,25
3a94d54e3301d9e4da748ee3766e0585,1,credit_card,7,77.59,2018-08-24 00:35:51,SP,Q2,credit_card|Q2,0,4,24
06c17d1278ee3d265f881df4a58f11d3,1,credit_card,2,80.85,2018-08-14 13:01:18,RS,Q2,credit_card|Q2,13,1,14
75b1511f0476d39acfcfdba6d11b0db5,1,credit_card,1,81.52,2017-12-17 15:28:02,SP,Q2,credit_card|Q2,15,6,17
cd81fccdeffb11e33de701e2c53c85c6,1,credit_card,1,83.61,2018-04-26 22:47:26,CE,Q2,credit_card|Q2,22,3,26
d037016bf21257acf9413f8a2ee0fd09,1,credit_card,8,83.87,2018-08-16 12:18:45,SP,Q2,credit_card|Q2,12,3,16
80c2d7b033497bf5aea90a2eb4b0966c,1,credit_card,1,83.96,2017-09-12 15:51:11,MG,Q2,credit_card|Q2,15,1,12
91ecb8522096ff10be2144645c994c6f,1,credit_card,4,86.15,2018-02-24 16:42:01,RS,Q2,credit_card|Q2,16,5,24
62076e9aa47cedb799ddc84812264c9e,1,credit_card,8,87.44,2018-06-09 19:28:03,RJ,Q2,credit_card|Q2,19,5,9
3b4a1c677a8c6c11d2564b52b6eb636b,1,credit_card,3,87.64,2017-10-03 16:44:16,SP,Q2,credit_card|Q2,16,1,3
a1ba9164e568e28f6977c343fb78e9b1,1,credit_card,2,87.76,2018-03-11 22:14:38,SP,Q2,credit_card|Q2,22,6,11
2d5f1dc93c565d00ce25e43b11b48596,1,credit_card,1,87.8,2017-05-18 11:36:28,SP,Q2,credit_card|Q2,11,3,18
a25f8c8c17243276e72fca0857e94789,1,credit_card,1,88.2,2017-12-06 15:28:30,RJ,Q2,credit_card|Q2,15,2,6
8914de0f43ff7668bb9b82fd774629ef,1,credit_card,8,88.56,2017-10-10 15:57:19,SP,Q2,credit_card|Q2,15,1,10
934e266bc66e8ed5bba8266dfde60175,1,credit_card,2,89.61,2018-05-15 13:53:48,SP,Q2,credit_card|Q2,13,1,15
12788f3056c6392e73afcd37df5482ad,1,credit_card,8,89.62,2017-07-13 12:07:21,PR,Q2,credit_card|Q2,12,3,13
c43065765ea0096d728066fe48cc6249,1,credit_card,3,90.17,2017-08-06 17:49:08,PR,Q2,credit_card|Q2,17,6,6
0d931f4590e355bc7aedc79ca822cd82,1,credit_card,2,91.12,2018-01-23 10:59:07,SP,Q2,credit_card|Q2,10,1,23
1f06e0b20a4b5a839950bf1f9f779957,1,credit_card,2,92.28,2018-08-04 21:52:27,MG,Q2,credit_card|Q2,21,5,4
56f1dce758e68c71032960e398462d6f,1,credit_card,1,94.3,2018-01-28 21:14:26,SC,Q2,credit_card|Q2,21,6,28
c1cf3cb3cf9e48ca06d7eb08d8b9dc0a,1,credit_card,1,94.74,2018-08-17 13:34:57,SC,Q2,credit_card|Q2,13,4,17
7727763e2c9d261c190beb42d50848b9,1,credit_card,9,95.64,2018-03-13 13:28:42,MG,Q2,credit_card|Q2,13,1,13
b9978fd04acfedd507165e3f7ec97b05,1,credit_card,3,97.71,2017-11-24 18:19:17,SP,Q2,credit_card|Q2,18,4,24
3b35dfd8bf0ca772d83708ba283e1143,1,credit_card,8,101.14,2017-03-04 22:40:12,SP,Q3,credit_card|Q3,22,5,4
8c66073666890d74637182747a6f4a69,1,credit_card,1,101.39,2018-08-20 16:20:58,SP,Q3,credit_card|Q3,16,0,20
bfc653d1beeb620b62d4cee364228609,1,credit_card,10,101.45,2017-10-28 14:54:14,RS,Q3,credit_card|Q3,14,5,28
7a80e1aeb92fb6ae503ebc33c85e23dc,1,credit_card,5,102.54,2018-01-12 19:39:50,SP,Q3,credit_card|Q3,19,4,12
0541ce103afcdd3940e866e3cbf7a77c,1,credit_card,2,103.12,2018-06-24 17:56:42,PR,Q3,credit_card|Q3,17,6,24
3bc383f96dded5aa5e75309ecab074c5,1,credit_card,3,106.07,2017-11-30 14:14:17,MG,Q3,credit_card|Q3,14,3,30
ee0b98b10df9fb4544239f8053418118,1,credit_card,10,107.78,2017-11-24 14:17:12,SC,Q3,credit_card|Q3,14,4,24
b6572524ff6f0892276c1cc31367daa9,1,credit_card,3,107.98,2017-08-23 16:56:54,CE,Q3,credit_card|Q3,16,2,23
9e6e335c851fd08c6e1b22a0d70bb540,1,credit_card,1,108.1,2017-12-19 15:55:46,MG,Q3,credit_card|Q3,15,1,19
8d16656866ce7d67f81d49a9707ab76e,1,credit_card,2,108.2,2017-12-25 18:36:16,SP,Q3,credit_card|Q3,18,0,25
8facdb9134d16bc7c0e49628ad6c58ac,1,credit_card,2,108.86,2017-12-11 20:47:16,MT,Q3,credit_card|Q3,20,0,11
24e7eb8286ce5ef529b9fcc4fe92ecb1,1,credit_card,2,110.0,2018-02-22 15:13:31,PR,Q3,credit_card|Q3,15,3,22
d4e770b405f1a265106474eaf37ded74,1,credit_card,3,111.48,2017-10-04 18:18:28,SC,Q3,credit_card|Q3,18,2,4
311033a32a090c758aced7844f53d0b3,1,credit_card,3,112.39,2018-01-16 09:55:52,SP,Q3,credit_card|Q3,9,1,16
400067025519f050d696583e2e6df305,1,credit_card,4,112.49,2018-07-22 21:19:11,SP,Q3,credit_card|Q3,21,6,22
9ad858a48fa48c6d0cf0e7d8e3024d2d,1,credit_card,2,112.76,2017-10-30 23:31:49,MG,Q3,credit_card|Q3,23,0,30
27da527c266684c5bfb86fc601060406,1,credit_card,1,113.42,2017-05-16 00:42:03,RS,Q3,credit_card|Q3,0,1,16
ed97636c23f94768f347b01d4ba20e64,1,credit_card,4,113.59,2018-08-15 21:29:08,MG,Q3,credit_card|Q3,21,2,15
38855925f815a5c3f4ce58f6c6f9113d,1,credit_card,1,113.66,2018-07-02 13:41:23,PR,Q3,credit_card|Q3,13,0,2
ddcdf215808306b8919f3cab54d88247,1,credit_card,2,114.45,2018-03-09 09:39:04,MG,Q3,credit_card|Q3,9,4,9
75f7b50b5222f09346ec8672c17121a3,1,credit_card,2,116.24,2017-10-24 22:50:15,MG,Q3,credit_card|Q3,22,1,24
296e1020c48c85d07b3fb22436e3e65b,1,credit_card,5,117.16,2017-10-16 15:05:28,PE,Q3,credit_card|Q3,15,0,16
324213c21d2577b17bca52fb418cce03,1,credit_card,2,117.37,2018-08-08 18:25:48,RS,Q3,credit_card|Q3,18,2,8
66e5fb8842964acac96f3e4afd13b27d,1,credit_card,1,117.94,2018-02-11 11:25:58,SP,Q3,credit_card|Q3,11,6,11
5bf1e013121cccb5a168c91859a243e7,1,credit_card,1,118.28,2018-05-31 20:16:37,SP,Q3,credit_card|Q3,20,3,31
2d7c53f72873bc693d040a48c3f2b5e1,1,credit_card,5,121.4,2017-10-13 14:57:28,SE,Q3,credit_card|Q3,14,4,13
59754064fe4ffec6c0149904a6573d81,1,credit_card,3,126.71,2017-07-25 23:20:06,BA,Q3,credit_card|Q3,23,1,25
a7b8a8948215052693fd30a5c9ab6736,1,credit_card,7,128.25,2018-03-17 11:33:32,SP,Q3,credit_card|Q3,11,5,17
9ac8e7603c11157bde10d9121494b593,1,credit_card,1,128.87,2018-07-22 04:56:23,RJ,Q3,credit_card|Q3,4,6,22
69765e1430e055dd83b07cab8f4afe03,1,credit_card,6,129.32,2017-09-24 12:41:40,SP,Q3,credit_card|Q3,12,6,24
385c8818107c6b6121324f1498d0c64e,1,credit_card,4,132.38,2018-04-26 15:48:11,SC,Q3,credit_card|Q3,15,3,26
79c96fac5fd38406b272b04b54d54083,1,credit_card,1,133.17,2018-07-14 07:30:54,PR,Q3,credit_card|Q3,7,5,14
d883754340c635b6b1946e3db8b33ceb,1,credit_card,2,134.1,2018-04-02 23:34:42,BA,Q3,credit_card|Q3,23,0,2
5ef95d0a45b4caaaa70e601665ba1a6a,1,credit_card,1,135.25,2017-04-17 21:38:31,CE,Q3,credit_card|Q3,21,0,17
5a4cc097e0e591ab3f150524b83d81af,1,credit_card,1,135.85,2017-01-20 03:35:44,SP,Q3,credit_card|Q3,3,4,20
6d9cc2a706027666e20ffb8e008de464,1,credit_card,2,135.94,2018-06-11 16:25:31,RS,Q3,credit_card|Q3,16,0,11
4dfe63cb6237de0624ec0183a74b57e6,1,credit_card,5,136.71,2018-05-21 14:27:32,SP,Q3,credit_card|Q3,14,0,21
c1e3705ddd242ae29dca5c5d3367cdda,1,credit_card,3,138.0,2017-11-26 21:47:48,SC,Q3,credit_card|Q3,21,6,26
