customer_id,data_cobranca,tenure_months,day_of_month,day_of_week,hour_of_day,invoice_amount,avg_ticket,ciclo,gateway_error_code,metodo_pagamento,payment_history_score,failure_count_90d,attempt_count,ltv_estimated,recovered
CLI_000020,2026-06-04,0,4,3,15,1461.78,1461.78,mensal,limit_exceeded,pix_automatico,0.592,1,1,1461.78,1
CLI_000029,2026-05-19,2,19,1,11,2967.41,2967.41,mensal,insufficient_funds,pix_automatico,0.505,0,1,2967.41,0
CLI_000029,2026-05-20,2,20,2,9,2967.41,2967.41,mensal,authorization_revoked,pix_automatico,0.505,1,2,2967.41,0
CLI_000029,2026-06-02,2,2,1,15,2967.41,2967.41,mensal,insufficient_funds,pix_automatico,0.505,2,2,2967.41,1
CLI_000029,2026-07-05,2,5,6,0,2967.41,2967.41,mensal,insufficient_funds,pix_automatico,0.505,3,1,2967.41,1
CLI_000029,2026-07-18,2,18,5,16,2967.41,2967.41,mensal,authorization_revoked,pix_automatico,0.505,4,2,2967.41,0
CLI_000029,2026-07-23,2,23,3,14,2967.41,2967.41,mensal,authorization_revoked,pix_automatico,0.505,5,2,2967.41,0
CLI_000043,2026-06-25,42,25,3,20,2361.34,1722.43,mensal,insufficient_funds,pix_automatico,0.665,0,1,5546.22,0
CLI_000043,2026-06-28,42,28,6,14,1083.51,1722.43,proporcional,insufficient_funds,pix_automatico,0.665,1,2,5546.22,0
CLI_000044,2026-05-21,0,21,3,19,2067.69,2067.69,mensal,insufficient_funds,pix_automatico,0.385,0,1,2067.69,0
CLI_000044,2026-06-09,0,9,1,15,2067.69,2067.69,mensal,insufficient_funds,pix_automatico,0.385,1,1,2067.69,0
CLI_000044,2026-09-08,0,8,1,11,2067.69,2067.69,mensal,processing_error,pix_automatico,0.385,0,1,2067.69,0
CLI_000045,2026-05-27,0,27,2,17,2325.04,1459.53,mensal,insufficient_funds,pix_automatico,0.455,0,1,2325.04,0
CLI_000045,2026-09-14,0,14,0,0,594.02,1459.53,proporcional,insufficient_funds,pix_automatico,0.455,0,1,594.02,1
CLI_000047,2026-04-04,1,4,5,14,2092.88,2276.87,proporcional,limit_exceeded,pix_automatico,0.423,0,1,2092.88,0
CLI_000047,2026-04-30,1,30,3,20,2338.2,2276.87,mensal,authorization_revoked,pix_automatico,0.423,1,1,2338.2,0
CLI_000047,2026-07-30,1,30,3,20,2338.2,2276.87,mensal,insufficient_funds,pix_automatico,0.423,0,1,2338.2,1
CLI_000047,2026-08-04,1,4,1,17,2338.2,2276.87,mensal,insufficient_funds,pix_automatico,0.423,1,2,2338.2,1
CLI_000052,2026-04-04,64,4,5,12,338.41,683.56,mensal,processing_error,pix_automatico,0.633,0,1,3463.37,0
CLI_000052,2026-04-05,64,5,6,16,338.41,683.56,mensal,processing_error,pix_automatico,0.633,1,2,3463.37,1
CLI_000052,2026-04-24,64,24,4,19,338.41,683.56,mensal,insufficient_funds,pix_automatico,0.633,2,1,3463.37,1
CLI_000052,2026-07-26,64,26,6,21,53.92,683.56,proporcional,insufficient_funds,pix_automatico,0.633,0,1,3463.37,1
CLI_000052,2026-07-26,64,26,6,9,338.41,683.56,mensal,authorization_revoked,pix_automatico,0.633,1,2,3463.37,1
CLI_000052,2026-09-03,64,3,3,16,3384.1,683.56,anual,processing_error,pix_automatico,0.633,2,1,3463.37,0
CLI_000052,2026-09-14,64,14,0,14,338.41,683.56,mensal,authorization_revoked,pix_automatico,0.633,3,2,3463.37,1
CLI_000052,2026-09-14,64,14,0,17,338.41,683.56,mensal,insufficient_funds,pix_automatico,0.633,4,3,3463.37,1
CLI_000054,2026-05-24,0,24,6,8,957.13,1033.55,proporcional,insufficient_funds,boleto,0.382,0,1,957.13,0
CLI_000054,2026-07-06,0,6,0,15,1052.66,1033.55,mensal,insufficient_funds,boleto,0.382,1,1,1052.66,0
CLI_000054,2026-07-09,0,9,3,13,1052.66,1033.55,mensal,limit_exceeded,boleto,0.382,2,2,1052.66,0
CLI_000054,2026-07-18,0,18,5,10,1052.66,1033.55,mensal,insufficient_funds,boleto,0.382,3,3,1052.66,0
CLI_000054,2026-07-24,0,24,4,13,1052.66,1033.55,mensal,authorization_revoked,boleto,0.382,4,2,1052.66,0
CLI_000067,2026-04-10,2,10,4,23,1062.41,2974.75,mensal,insufficient_funds,boleto,0.514,0,1,1062.41,1
CLI_000067,2026-04-26,2,26,6,16,10624.1,2974.75,anual,insufficient_funds,boleto,0.514,1,1,10624.1,0
CLI_000067,2026-05-07,2,7,3,21,1062.41,2974.75,mensal,processing_error,boleto,0.514,2,2,1062.41,1
CLI_000067,2026-07-06,2,6,0,15,1062.41,2974.75,mensal,generic_decline,boleto,0.514,3,1,1062.41,1
CLI_000067,2026-07-23,2,23,3,18,1062.41,2974.75,mensal,generic_decline,boleto,0.514,3,1,1062.41,0
CLI_000068,2026-05-03,28,3,6,15,4849.7,4489.38,mensal,processing_error,pix_automatico,0.666,0,1,9392.78,1
CLI_000068,2026-07-24,28,24,4,15,4849.7,4489.38,mensal,generic_decline,pix_automatico,0.666,1,1,9392.78,1
CLI_000068,2026-08-08,28,8,5,21,4849.7,4489.38,mensal,insufficient_funds,pix_automatico,0.666,1,1,9392.78,1
CLI_000068,2026-08-17,28,17,0,18,4849.7,4489.38,mensal,insufficient_funds,pix_automatico,0.666,2,2,9392.78,0
CLI_000068,2026-08-24,28,24,0,13,4849.7,4489.38,mensal,insufficient_funds,pix_automatico,0.666,3,2,9392.78,1
CLI_000068,2026-09-07,28,7,0,3,2687.75,4489.38,proporcional,authorization_revoked,pix_automatico,0.666,4,1,9392.78,0
CLI_000070,2026-04-17,2,17,4,13,416.95,357.0,mensal,limit_exceeded,boleto,0.662,0,1,416.95,0
CLI_000070,2026-06-02,2,2,1,19,416.95,357.0,mensal,processing_error,boleto,0.662,1,1,416.95,1
CLI_000070,2026-06-12,2,12,4,18,416.95,357.0,mensal,authorization_revoked,boleto,0.662,2,2,416.95,0
CLI_000070,2026-08-13,2,13,3,8,416.95,357.0,mensal,insufficient_funds,boleto,0.662,2,1,416.95,0
CLI_000070,2026-08-24,2,24,0,20,135.75,357.0,proporcional,authorization_revoked,boleto,0.662,3,2,135.75,0
CLI_000070,2026-09-04,2,4,4,12,323.29,357.0,proporcional,authorization_revoked,boleto,0.662,3,2,323.29,0
CLI_000070,2026-09-14,2,14,0,14,312.19,357.0,proporcional,limit_exceeded,boleto,0.662,3,2,312.19,0
CLI_000070,2026-09-14,2,14,0,8,416.95,357.0,mensal,generic_decline,boleto,0.662,4,3,416.95,0
CLI_000075,2026-04-01,7,1,2,13,4000.03,3881.11,mensal,limit_exceeded,pix_automatico,0.66,0,1,4000.03,0
CLI_000075,2026-05-10,7,10,6,8,4000.03,3881.11,mensal,generic_decline,pix_automatico,0.66,1,1,4000.03,0
CLI_000075,2026-08-04,7,4,1,14,4000.03,3881.11,mensal,insufficient_funds,pix_automatico,0.66,1,1,4000.03,1
CLI_000075,2026-09-06,7,6,6,19,3524.34,3881.11,proporcional,generic_decline,pix_automatico,0.66,1,1,3524.34,0
CLI_000076,2026-04-15,5,15,2,12,1106.17,1106.17,mensal,limit_exceeded,pix_automatico,0.511,0,1,1106.17,0
CLI_000077,2026-05-17,2,17,6,22,2169.65,2169.65,mensal,insufficient_funds,pix_automatico,0.399,0,1,2169.65,0
CLI_000077,2026-05-28,2,28,3,10,2169.65,2169.65,mensal,insufficient_funds,pix_automatico,0.399,1,2,2169.65,0
CLI_000077,2026-09-05,2,5,5,9,2169.65,2169.65,mensal,generic_decline,pix_automatico,0.399,0,1,2169.65,1
CLI_000077,2026-09-07,2,7,0,21,2169.65,2169.65,mensal,processing_error,pix_automatico,0.399,1,2,2169.65,1
CLI_000080,2026-05-08,3,8,4,9,3057.31,2818.8,mensal,limit_exceeded,pix_automatico,0.547,0,1,3057.31,1
CLI_000080,2026-05-27,3,27,2,18,3057.31,2818.8,mensal,insufficient_funds,pix_automatico,0.547,1,1,3057.31,0
CLI_000080,2026-06-20,3,20,5,9,1626.27,2818.8,proporcional,insufficient_funds,pix_automatico,0.547,2,1,1626.27,0
CLI_000080,2026-07-17,3,17,4,15,3057.31,2818.8,mensal,insufficient_funds,pix_automatico,0.547,3,1,3057.31,1
CLI_000080,2026-08-15,3,15,5,10,3057.31,2818.8,mensal,limit_exceeded,pix_automatico,0.547,3,1,3057.31,0
CLI_000080,2026-09-14,3,14,0,11,3057.31,2818.8,mensal,insufficient_funds,pix_automatico,0.547,3,1,3057.31,0
CLI_000084,2026-04-08,20,8,2,19,457.05,457.05,mensal,insufficient_funds,pix_automatico,0.473,0,1,672.88,1
CLI_000084,2026-04-16,20,16,3,10,457.05,457.05,mensal,generic_decline,pix_automatico,0.473,1,2,672.88,1
CLI_000084,2026-05-17,20,17,6,16,457.05,457.05,mensal,insufficient_funds,pix_automatico,0.473,2,1,672.88,1
CLI_000084,2026-05-22,20,22,4,6,457.05,457.05,mensal,insufficient_funds,pix_automatico,0.473,3,2,672.88,0
CLI_000084,2026-07-05,20,5,6,10,457.05,457.05,mensal,authorization_revoked,pix_automatico,0.473,4,1,672.88,1
CLI_000084,2026-07-29,20,29,2,4,457.05,457.05,mensal,authorization_revoked,pix_automatico,0.473,3,1,672.88,1
CLI_000084,2026-08-12,20,12,2,23,457.05,457.05,mensal,processing_error,pix_automatico,0.473,4,1,672.88,0
CLI_000090,2026-04-02,3,2,3,13,3886.22,3641.7,mensal,insufficient_funds,pix_automatico,0.433,0,1,3886.22,0
CLI_000090,2026-06-04,3,4,3,13,3886.22,3641.7,mensal,limit_exceeded,pix_automatico,0.433,1,1,3886.22,0
CLI_000090,2026-07-13,3,13,0,11,3037.08,3641.7,proporcional,limit_exceeded,pix_automatico,0.433,1,1,3037.08,0
CLI_000090,2026-08-12,3,12,2,9,3886.22,3641.7,mensal,limit_exceeded,pix_automatico,0.433,2,1,3886.22,0
CLI_000090,2026-08-14,3,14,4,13,3886.22,3641.7,mensal,insufficient_funds,pix_automatico,0.433,3,2,3886.22,0
CLI_000090,2026-08-14,3,14,4,15,3886.22,3641.7,mensal,processing_error,pix_automatico,0.433,4,3,3886.22,0
CLI_000090,2026-09-06,3,6,6,22,3023.73,3641.7,proporcional,authorization_revoked,pix_automatico,0.433,4,1,3023.73,0
CLI_000093,2026-04-30,31,30,3,20,1100.4,3436.87,proporcional,insufficient_funds,boleto,0.482,0,1,8005.52,1
CLI_000093,2026-06-19,31,19,4,16,1649.66,3436.87,mensal,limit_exceeded,boleto,0.482,1,1,8005.52,1
CLI_000093,2026-06-26,31,26,4,19,16496.6,3436.87,anual,authorization_revoked,boleto,0.482,2,2,16496.6,1
CLI_000093,2026-07-08,31,8,2,10,1649.66,3436.87,mensal,insufficient_funds,boleto,0.482,3,2,8005.52,0
CLI_000093,2026-08-05,31,5,2,16,1649.66,3436.87,mensal,insufficient_funds,boleto,0.482,3,1,8005.52,0
CLI_000093,2026-08-28,31,28,4,13,1649.66,3436.87,mensal,processing_error,boleto,0.482,4,1,8005.52,1
CLI_000093,2026-09-14,31,14,0,15,1649.66,3436.87,mensal,authorization_revoked,boleto,0.482,5,1,8005.52,0
CLI_000093,2026-09-14,31,14,0,8,1649.66,3436.87,mensal,authorization_revoked,boleto,0.482,6,2,8005.52,0
CLI_000096,2026-05-19,11,19,1,6,395.0,1106.0,mensal,processing_error,pix_automatico,0.597,0,1,880.35,1
CLI_000096,2026-07-09,11,9,3,5,395.0,1106.0,mensal,insufficient_funds,pix_automatico,0.597,1,1,880.35,0
CLI_000096,2026-07-19,11,19,6,11,3950.0,1106.0,anual,limit_exceeded,pix_automatico,0.597,2,2,3950.0,0
CLI_000096,2026-07-28,11,28,1,14,395.0,1106.0,mensal,insufficient_funds,pix_automatico,0.597,3,2,880.35,1
CLI_000096,2026-09-08,11,8,1,18,395.0,1106.0,mensal,processing_error,pix_automatico,0.597,3,1,880.35,1
CLI_000101,2026-06-24,69,24,2,8,7257.95,7391.43,proporcional,limit_exceeded,pix_automatico,0.656,0,1,40375.69,1
CLI_000101,2026-08-15,69,15,5,11,6860.82,7391.43,proporcional,processing_error,pix_automatico,0.656,1,1,40375.69,1
CLI_000101,2026-09-05,69,5,5,12,8055.52,7391.43,mensal,insufficient_funds,pix_automatico,0.656,2,1,40375.69,1
CLI_000105,2026-05-24,59,24,6,19,1427.6,6405.86,mensal,insufficient_funds,pix_automatico,0.761,0,1,29868.21,1
CLI_000105,2026-06-06,59,6,5,17,1427.6,6405.86,mensal,generic_decline,pix_automatico,0.761,1,2,29868.21,1
CLI_000105,2026-06-08,59,8,0,10,14276.0,6405.86,anual,limit_exceeded,pix_automatico,0.761,2,2,29868.21,1
CLI_000105,2026-07-20,59,20,0,13,14276.0,6405.86,anual,insufficient_funds,pix_automatico,0.761,3,1,29868.21,1
CLI_000105,2026-08-06,59,6,3,20,622.11,6405.86,proporcional,insufficient_funds,pix_automatico,0.761,4,1,29868.21,0
CLI_000107,2026-04-07,5,7,1,14,1224.28,1224.28,mensal,limit_exceeded,boleto,0.614,0,1,1224.28,0
CLI_000107,2026-08-28,5,28,4,16,1224.28,1224.28,mensal,insufficient_funds,boleto,0.614,0,1,1224.28,1
CLI_000108,2026-04-27,36,27,0,18,4752.16,4752.16,mensal,insufficient_funds,pix_automatico,0.613,0,1,12973.4,1
CLI_000108,2026-06-12,36,12,4,17,4752.16,4752.16,mensal,processing_error,pix_automatico,0.613,1,1,12973.4,1
CLI_000108,2026-08-10,36,10,0,17,4752.16,4752.16,mensal,generic_decline,pix_automatico,0.613,1,1,12973.4,0
CLI_000109,2026-04-01,42,1,2,22,248.04,620.1,mensal,authorization_revoked,pix_automatico,0.586,0,1,1996.72,1
CLI_000109,2026-04-24,42,24,4,16,248.04,620.1,mensal,processing_error,pix_automatico,0.586,1,1,1996.72,0
CLI_000109,2026-06-27,42,27,5,10,248.04,620.1,mensal,insufficient_funds,pix_automatico,0.586,2,1,1996.72,1
CLI_000109,2026-08-23,42,23,6,4,248.04,620.1,mensal,processing_error,pix_automatico,0.586,1,1,1996.72,0
CLI_000109,2026-08-24,42,24,0,20,2480.4,620.1,anual,limit_exceeded,pix_automatico,0.586,2,2,2480.4,1
CLI_000109,2026-09-07,42,7,0,13,248.04,620.1,mensal,processing_error,pix_automatico,0.586,3,1,1996.72,1
CLI_000113,2026-06-04,5,4,3,9,342.76,342.76,mensal,insufficient_funds,pix_automatico,0.671,0,1,342.76,1
CLI_000113,2026-06-24,5,24,2,13,342.76,342.76,mensal,limit_exceeded,pix_automatico,0.671,1,1,342.76,1
CLI_000113,2026-09-14,5,14,0,12,342.76,342.76,mensal,insufficient_funds,pix_automatico,0.671,1,1,342.76,0
CLI_000116,2026-04-08,2,8,2,17,2362.74,5400.55,mensal,insufficient_funds,pix_automatico,0.355,0,1,2362.74,0
CLI_000116,2026-05-27,2,27,2,11,2362.74,5400.55,mensal,processing_error,pix_automatico,0.355,1,1,2362.74,0
CLI_000116,2026-06-04,2,4,3,20,2362.74,5400.55,mensal,authorization_revoked,pix_automatico,0.355,2,2,2362.74,0
CLI_000116,2026-06-23,2,23,1,16,2362.74,5400.55,mensal,insufficient_funds,pix_automatico,0.355,3,1,2362.74,0
CLI_000116,2026-07-06,2,6,0,19,2362.74,5400.55,mensal,limit_exceeded,pix_automatico,0.355,4,2,2362.74,0
CLI_000116,2026-09-14,2,14,0,10,23627.4,5400.55,anual,authorization_revoked,pix_automatico,0.355,2,1,23627.4,0
CLI_000116,2026-09-14,2,14,0,13,2362.74,5400.55,mensal,authorization_revoked,pix_automatico,0.355,3,2,2362.74,1
CLI_000117,2026-04-14,0,14,1,23,1854.05,1854.05,mensal,authorization_revoked,boleto,0.376,0,1,1854.05,0
CLI_000117,2026-07-02,0,2,3,12,1854.05,1854.05,mensal,limit_exceeded,boleto,0.376,1,1,1854.05,0
CLI_000117,2026-07-15,0,15,2,11,1854.05,1854.05,mensal,limit_exceeded,boleto,0.376,1,2,1854.05,0
CLI_000117,2026-07-16,0,16,3,12,1854.05,1854.05,mensal,processing_error,boleto,0.376,2,2,1854.05,0
CLI_000122,2026-05-19,15,19,1,8,550.94,1884.14,proporcional,insufficient_funds,pix_automatico,0.481,0,1,2060.78,0
CLI_000122,2026-06-06,15,6,5,18,2328.54,1884.14,mensal,insufficient_funds,pix_automatico,0.481,1,1,2328.54,0
CLI_000122,2026-08-15,15,15,5,10,2328.54,1884.14,mensal,authorization_revoked,pix_automatico,0.481,2,1,2328.54,1
CLI_000122,2026-09-14,15,14,0,20,2328.54,1884.14,mensal,insufficient_funds,pix_automatico,0.481,1,1,2328.54,1
CLI_000130,2026-08-06,34,6,3,21,1154.84,1154.84,mensal,insufficient_funds,pix_automatico,0.537,0,1,2966.66,0
CLI_000130,2026-09-14,34,14,0,18,1154.84,1154.84,mensal,insufficient_funds,pix_automatico,0.537,1,1,2966.66,0
CLI_000135,2026-07-26,0,26,6,15,562.33,3092.82,mensal,insufficient_funds,pix_automatico,0.547,0,1,562.33,1
CLI_000135,2026-09-07,0,7,0,0,5623.3,3092.82,anual,insufficient_funds,pix_automatico,0.547,1,1,5623.3,0
CLI_000136,2026-05-15,18,15,4,14,2592.92,8426.99,mensal,authorization_revoked,pix_automatico,0.483,0,1,11123.63,0
CLI_000136,2026-08-24,18,24,0,8,25929.2,8426.99,anual,limit_exceeded,pix_automatico,0.483,0,1,25929.2,0
CLI_000136,2026-09-06,18,6,6,17,2592.92,8426.99,mensal,generic_decline,pix_automatico,0.483,1,2,11123.63,1
CLI_000136,2026-09-14,18,14,0,10,2592.92,8426.99,mensal,insufficient_funds,pix_automatico,0.483,2,2,11123.63,0
CLI_000137,2026-05-23,56,23,5,19,4740.25,4740.25,mensal,processing_error,boleto,0.776,0,1,20867.63,1
CLI_000137,2026-05-25,56,25,0,23,4740.25,4740.25,mensal,limit_exceeded,boleto,0.776,1,2,20867.63,0
CLI_000138,2026-04-09,46,9,3,23,15541.37,17359.9,proporcional,insufficient_funds,pix_automatico,0.743,0,1,61666.22,1
CLI_000138,2026-04-29,46,29,2,9,17966.07,17359.9,mensal,generic_decline,pix_automatico,0.743,1,1,61666.22,1
CLI_000138,2026-06-09,46,9,1,10,17966.07,17359.9,mensal,limit_exceeded,pix_automatico,0.743,2,1,61666.22,0
CLI_000138,2026-08-05,46,5,2,21,17966.07,17359.9,mensal,insufficient_funds,pix_automatico,0.743,1,1,61666.22,1
CLI_000141,2026-05-28,62,28,3,15,579.42,399.32,mensal,insufficient_funds,pix_automatico,0.729,0,1,1960.0,1
CLI_000141,2026-07-04,62,4,5,22,217.63,399.32,proporcional,insufficient_funds,pix_automatico,0.729,1,1,1960.0,1
CLI_000141,2026-08-11,62,11,1,0,400.91,399.32,proporcional,authorization_revoked,pix_automatico,0.729,2,1,1960.0,0
CLI_000143,2026-04-13,2,13,0,8,2459.88,8785.29,mensal,insufficient_funds,pix_automatico,0.412,0,1,2459.88,0
CLI_000143,2026-04-16,2,16,3,15,24598.8,8785.29,anual,authorization_revoked,pix_automatico,0.412,1,2,24598.8,0
CLI_000143,2026-04-17,2,17,4,23,24598.8,8785.29,anual,insufficient_funds,pix_automatico,0.412,2,3,24598.8,0
CLI_000143,2026-05-24,2,24,6,9,2459.88,8785.29,mensal,processing_error,pix_automatico,0.412,3,1,2459.88,0
CLI_000143,2026-06-21,2,21,6,16,2459.88,8785.29,mensal,processing_error,pix_automatico,0.412,4,1,2459.88,0
CLI_000143,2026-08-12,2,12,2,9,2459.88,8785.29,mensal,insufficient_funds,pix_automatico,0.412,2,1,2459.88,0
CLI_000143,2026-09-02,2,2,2,20,2459.88,8785.29,mensal,limit_exceeded,pix_automatico,0.412,2,1,2459.88,0
CLI_000148,2026-04-09,35,9,3,17,4047.61,5632.11,proporcional,insufficient_funds,pix_automatico,0.688,0,1,14921.18,1
CLI_000148,2026-04-12,35,12,6,16,6160.28,5632.11,mensal,limit_exceeded,pix_automatico,0.688,1,2,14921.18,0
CLI_000148,2026-08-03,35,3,0,20,6160.28,5632.11,mensal,insufficient_funds,pix_automatico,0.688,0,1,14921.18,1
CLI_000148,2026-08-17,35,17,0,17,6160.28,5632.11,mensal,limit_exceeded,pix_automatico,0.688,1,1,14921.18,1
CLI_000149,2026-04-27,20,27,0,9,2165.93,2165.93,mensal,insufficient_funds,pix_automatico,0.667,0,1,3188.73,0
CLI_000149,2026-06-06,20,6,5,9,2165.93,2165.93,mensal,insufficient_funds,pix_automatico,0.667,1,1,3188.73,0
CLI_000149,2026-06-14,20,14,6,9,2165.93,2165.93,mensal,generic_decline,pix_automatico,0.667,2,2,3188.73,1
CLI_000149,2026-09-14,20,14,0,20,2165.93,2165.93,mensal,authorization_revoked,pix_automatico,0.667,0,1,3188.73,0
CLI_000151,2026-07-20,6,20,0,13,549.49,549.49,mensal,insufficient_funds,pix_automatico,0.464,0,1,549.49,0
CLI_000151,2026-09-14,6,14,0,9,549.49,549.49,mensal,insufficient_funds,pix_automatico,0.464,1,1,549.49,1
CLI_000156,2026-04-15,12,15,2,10,2100.26,1922.69,mensal,generic_decline,pix_automatico,0.622,0,1,2100.26,1
CLI_000156,2026-07-16,12,16,3,13,2100.26,1922.69,mensal,insufficient_funds,pix_automatico,0.622,0,1,2100.26,1
CLI_000156,2026-08-05,12,5,2,7,2100.26,1922.69,mensal,authorization_revoked,pix_automatico,0.622,1,1,2100.26,1
CLI_000156,2026-08-16,12,16,6,22,1389.96,1922.69,proporcional,limit_exceeded,pix_automatico,0.622,2,2,1672.74,1
CLI_000158,2026-04-25,0,25,5,19,1018.22,982.15,mensal,processing_error,pix_automatico,0.58,0,1,1018.22,1
CLI_000158,2026-05-09,0,9,5,23,1018.22,982.15,mensal,insufficient_funds,pix_automatico,0.58,1,1,1018.22,1
CLI_000158,2026-05-11,0,11,0,9,878.82,982.15,proporcional,limit_exceeded,pix_automatico,0.58,2,2,878.82,1
CLI_000158,2026-06-05,0,5,4,16,1018.22,982.15,mensal,insufficient_funds,pix_automatico,0.58,3,1,1018.22,0
CLI_000158,2026-08-06,0,6,3,16,941.2,982.15,proporcional,authorization_revoked,pix_automatico,0.58,3,1,941.2,0
CLI_000158,2026-09-13,0,13,6,0,1018.22,982.15,mensal,insufficient_funds,pix_automatico,0.58,1,1,1018.22,0
CLI_000163,2026-05-19,3,19,1,14,703.03,703.03,mensal,processing_error,pix_automatico,0.456,0,1,703.03,0
CLI_000163,2026-07-27,3,27,0,15,703.03,703.03,mensal,limit_exceeded,pix_automatico,0.456,1,1,703.03,1
CLI_000163,2026-09-14,3,14,0,11,703.03,703.03,mensal,limit_exceeded,pix_automatico,0.456,1,1,703.03,1
CLI_000168,2026-07-01,20,1,2,18,1510.0,4228.0,mensal,insufficient_funds,pix_automatico,0.559,0,1,6224.56,0
CLI_000168,2026-07-06,20,6,0,20,15100.0,4228.0,anual,limit_exceeded,pix_automatico,0.559,1,2,15100.0,0
CLI_000168,2026-07-08,20,8,2,14,1510.0,4228.0,mensal,insufficient_funds,pix_automatico,0.559,2,3,6224.56,0
CLI_000168,2026-08-03,20,3,0,21,1510.0,4228.0,mensal,insufficient_funds,pix_automatico,0.559,3,1,6224.56,1
CLI_000168,2026-08-16,20,16,6,17,1510.0,4228.0,mensal,processing_error,pix_automatico,0.559,4,2,6224.56,1
CLI_000169,2026-04-12,66,12,6,14,1725.24,1578.74,mensal,authorization_revoked,boleto,0.692,0,1,8248.92,0
CLI_000169,2026-04-12,66,12,6,9,1725.24,1578.74,mensal,insufficient_funds,boleto,0.692,1,2,8248.92,1
CLI_000169,2026-06-26,66,26,4,13,1725.24,1578.74,mensal,authorization_revoked,boleto,0.692,2,1,8248.92,0
CLI_000169,2026-07-16,66,16,3,21,1725.24,1578.74,mensal,limit_exceeded,boleto,0.692,1,1,8248.92,0
CLI_000169,2026-09-08,66,8,1,20,1725.24,1578.74,mensal,authorization_revoked,boleto,0.692,2,1,8248.92,0
CLI_000169,2026-09-13,66,13,6,16,846.24,1578.74,proporcional,limit_exceeded,boleto,0.692,3,2,8248.92,1
CLI_000171,2026-04-14,4,14,1,16,30199.1,12079.64,anual,insufficient_funds,pix_automatico,0.457,0,1,30199.1,1
CLI_000171,2026-05-07,4,7,3,16,3019.91,12079.64,mensal,insufficient_funds,pix_automatico,0.457,1,1,3449.41,0
CLI_000171,2026-08-05,4,5,2,20,3019.91,12079.64,mensal,limit_exceeded,pix_automatico,0.457,0,1,3449.41,0
CLI_000173,2026-09-14,4,14,0,16,441.67,441.67,mensal,insufficient_funds,pix_automatico,0.588,0,1,441.67,1
CLI_000174,2026-04-07,2,7,1,18,415.87,415.87,mensal,limit_exceeded,pix_automatico,0.59,0,1,415.87,0
CLI_000174,2026-06-22,2,22,0,9,415.87,415.87,mensal,processing_error,pix_automatico,0.59,1,1,415.87,0
CLI_000174,2026-09-14,2,14,0,22,415.87,415.87,mensal,generic_decline,pix_automatico,0.59,1,1,415.87,1
CLI_000181,2026-04-11,68,11,5,15,2326.89,1988.12,mensal,insufficient_funds,pix_automatico,0.62,0,1,10702.71,0
