customer_id,tenure_days,mrr_brl,seats,logins_7d,logins_30d,feature_adoption,avg_session_min,api_calls_7d,days_since_last_login,tickets_30d,failed_pay_90d,nps_last,is_anomalous
CLI_000047,40,2338.2,14,82,276,0.86,8.8,3014,17,0,2,8.2,0
CLI_000048,532,3947.16,32,209,720,0.868,20.3,1339,2,0,0,10.0,0
CLI_000049,362,1954.16,8,29,126,0.816,24.9,947,0,1,0,7.9,0
CLI_000050,174,2521.19,18,74,297,0.964,7.9,472,3,0,0,4.7,0
CLI_000051,1624,3736.79,43,18,185,0.136,6.1,180,13,0,0,6.2,1
CLI_000052,1975,338.41,2,10,45,0.716,9.6,1015,3,0,3,9.8,0
CLI_000053,75,1251.85,24,127,544,0.302,16.6,1136,7,1,0,7.4,0
CLI_000054,30,1052.66,10,39,142,0.58,20.5,686,0,0,3,0.4,0
CLI_000055,241,867.22,7,34,127,0.865,24.2,1194,1,1,0,2.7,0
CLI_000056,30,1317.63,8,29,108,0.82,24.1,822,3,1,0,1.3,0
CLI_000057,30,10088.81,115,492,1697,0.693,23.1,627,3,0,0,10.0,0
CLI_000058,30,668.0,3,12,44,0.425,24.5,697,3,0,0,6.4,0
CLI_000059,119,5505.59,49,269,1054,0.853,13.9,1096,7,0,0,9.1,0
CLI_000060,1130,261.05,3,13,50,0.733,25.8,846,0,1,0,9.0,0
CLI_000061,30,1230.14,9,51,176,0.877,22.0,3949,13,0,0,3.2,0
CLI_000062,72,2180.19,36,184,809,0.965,31.7,643,1,1,0,7.4,0
CLI_000063,83,3548.06,52,286,973,0.863,22.1,2203,0,0,0,6.7,0
CLI_000064,456,4096.59,27,110,392,0.741,17.3,378,1,0,0,7.1,0
CLI_000065,92,4502.33,38,162,572,0.877,18.2,6317,0,0,0,6.1,0
CLI_000066,2000,1210.71,15,104,353,0.789,18.9,977,21,0,0,6.4,0
CLI_000067,78,1062.41,6,33,117,0.459,21.9,1055,4,0,2,7.5,0
CLI_000068,880,4849.7,26,8,90,0.328,7.7,49,3,0,3,0.0,1
CLI_000069,207,1450.99,8,23,101,0.664,22.3,839,0,0,0,1.8,0
CLI_000070,66,416.95,3,18,67,0.61,10.8,1158,1,0,3,2.0,0
CLI_000071,523,491.14,2,6,28,0.404,23.9,2791,3,0,0,8.4,0
CLI_000072,117,628.06,8,37,156,0.58,22.4,1499,2,1,0,2.8,0
CLI_000073,417,3202.65,25,120,488,0.503,24.3,581,3,0,0,0.4,0
CLI_000074,808,2129.81,16,4,87,0.29,3.8,264,10,3,0,3.8,1
CLI_000075,214,4000.03,39,200,869,0.618,24.9,1129,0,0,2,9.6,0
CLI_000076,156,1106.17,8,32,135,0.78,23.6,1415,8,0,0,7.1,0
CLI_000077,77,2169.65,16,93,344,0.829,12.4,1297,13,0,2,6.0,0
CLI_000078,512,3712.38,27,110,496,0.415,24.0,1444,0,0,0,3.5,0
CLI_000079,262,1266.8,9,37,160,0.876,33.8,3683,4,0,0,5.7,0
CLI_000080,106,3057.31,23,110,434,0.405,15.2,515,0,0,3,8.5,0
CLI_000081,910,844.53,4,21,81,0.717,20.9,875,10,0,0,7.1,0
CLI_000082,214,1190.93,10,44,177,0.861,22.4,310,9,0,0,10.0,0
CLI_000083,1861,1165.61,7,38,163,0.718,24.7,1123,0,0,0,1.9,0
CLI_000084,615,457.05,4,1,20,0.125,7.4,170,0,1,3,6.8,1
CLI_000085,30,3165.35,32,191,711,0.31,21.1,1279,2,0,0,4.1,0
CLI_000086,1687,1053.83,7,37,124,0.672,14.4,736,6,0,0,10.0,0
CLI_000087,285,1834.21,17,78,319,0.547,14.5,1009,3,0,0,4.4,0
CLI_000088,369,3142.77,39,216,733,0.812,14.1,822,11,0,0,8.8,0
CLI_000089,214,3021.51,20,88,363,0.976,27.8,2196,0,0,0,8.8,0
CLI_000090,93,3886.22,29,109,484,0.537,24.6,1657,10,0,3,3.2,0
CLI_000091,1079,1614.44,10,38,140,0.926,22.9,357,4,0,0,6.1,0
CLI_000092,52,1111.21,13,81,305,0.823,18.6,1248,10,0,0,3.6,0
CLI_000093,947,1649.66,24,110,423,0.928,23.5,268,0,0,3,5.6,0
CLI_000094,30,259.71,1,4,16,0.92,12.7,583,2,0,0,5.6,0
CLI_000095,126,342.35,4,19,64,0.612,17.8,1032,3,0,0,7.3,0
CLI_000096,352,395.0,5,19,80,0.858,14.2,425,0,0,3,9.4,0
CLI_000097,283,574.31,5,1,13,0.22,6.5,337,20,1,0,3.4,1
CLI_000098,368,2863.33,26,105,441,0.517,28.9,2189,0,0,0,0.5,0
CLI_000099,265,638.23,4,22,79,0.782,26.4,610,2,0,0,10.0,0
CLI_000100,1262,1170.41,9,47,168,0.892,24.5,1657,5,0,0,10.0,0
CLI_000101,2000,8055.52,59,343,1171,0.935,29.4,1885,6,0,3,7.1,0
CLI_000102,501,1200.26,8,45,161,0.516,5.2,972,2,1,0,3.7,0
CLI_000103,30,4222.33,56,230,1044,0.743,25.5,715,0,0,0,1.8,0
CLI_000104,1137,617.91,4,18,85,0.879,28.4,1852,14,0,0,6.9,0
CLI_000105,1813,1427.6,14,54,199,0.921,22.5,1798,8,0,2,8.2,0
CLI_000106,30,606.36,5,22,82,0.775,27.3,724,3,0,0,8.6,0
CLI_000107,181,1224.28,14,38,171,0.539,27.7,829,9,0,1,8.3,0
CLI_000108,1098,4752.16,36,192,679,0.779,19.0,1929,6,0,1,10.0,0
CLI_000109,1306,248.04,1,4,19,0.733,14.3,758,0,0,3,4.3,0
CLI_000110,1064,2979.73,25,124,539,0.694,23.3,2810,3,0,0,3.5,0
CLI_000111,30,2376.53,22,103,439,0.842,18.1,170,4,0,0,5.4,0
CLI_000112,118,912.99,5,25,96,0.703,32.6,4441,1,1,0,5.7,0
CLI_000113,171,342.76,3,10,45,0.828,18.6,1226,8,1,2,3.6,0
CLI_000114,191,1964.41,17,59,242,0.449,24.7,3123,3,0,0,7.9,0
CLI_000115,1046,983.47,11,52,193,0.711,23.7,3970,6,0,0,2.8,0
CLI_000116,86,2362.74,17,102,402,0.751,27.9,1188,1,2,3,8.6,0
CLI_000117,30,1854.05,19,131,449,0.934,22.6,360,4,0,3,5.4,0
CLI_000118,63,11407.72,161,720,2741,0.618,21.1,290,4,0,0,1.2,0
CLI_000119,308,1372.98,9,29,132,0.8,22.4,215,11,0,0,3.5,0
CLI_000120,57,557.23,3,14,49,0.825,23.0,748,5,1,0,6.9,0
CLI_000121,1566,2222.01,11,61,211,0.689,29.6,1206,0,0,0,8.6,0
CLI_000122,484,2328.54,20,13,140,0.297,7.2,82,15,0,2,3.6,1
CLI_000123,261,8630.57,29,151,638,0.897,32.1,368,13,1,0,6.9,0
CLI_000124,286,4723.84,67,12,204,0.223,7.7,48,26,0,0,3.8,1
CLI_000125,403,2725.49,20,91,355,0.682,16.5,640,0,0,0,4.5,0
CLI_000126,30,9728.34,189,813,3415,0.483,23.7,385,2,0,0,8.0,0
CLI_000127,375,460.78,4,23,79,0.852,28.0,1618,7,0,0,7.1,0
CLI_000128,38,866.35,10,45,185,0.612,14.9,798,0,0,0,3.4,0
CLI_000129,65,622.93,4,19,80,0.977,25.5,1284,0,0,0,6.0,0
CLI_000130,1039,1154.84,11,45,187,0.873,10.2,2298,6,1,2,0.0,0
CLI_000131,1142,371.23,5,18,79,0.652,16.4,600,2,0,0,10.0,0
CLI_000132,1603,3753.42,38,169,593,0.707,22.8,951,0,1,0,7.1,0
CLI_000133,152,1400.3,7,27,108,0.659,21.1,131,5,1,0,10.0,0
CLI_000134,41,333.14,2,6,21,0.851,20.3,4623,2,1,0,1.6,0
CLI_000135,30,562.33,7,2,42,0.339,7.9,85,5,0,2,0.6,1
CLI_000136,565,2592.92,22,97,435,0.758,19.4,859,3,0,3,3.9,0
CLI_000137,1725,4740.25,31,103,444,0.882,22.0,680,1,1,0,4.5,0
CLI_000138,1421,17966.07,83,315,1402,0.535,36.3,1530,11,0,1,6.7,0
CLI_000139,138,51582.71,331,101,1920,0.2,8.4,92,3,0,0,3.4,1
CLI_000140,2000,2911.93,13,59,207,0.626,32.6,3309,4,0,0,8.2,0
CLI_000141,1915,579.42,3,17,70,0.514,25.8,312,25,0,2,5.7,0
CLI_000142,2000,200.0,3,13,52,0.613,26.5,909,0,0,0,6.6,0
CLI_000143,73,2459.88,25,125,422,0.603,24.7,198,3,0,3,1.7,0
CLI_000144,50,709.9,7,23,100,0.952,9.5,2915,6,0,0,5.5,0
CLI_000145,80,1121.41,10,77,277,0.521,14.3,1144,0,1,0,5.4,0
CLI_000146,46,894.34,5,24,86,0.434,22.4,1312,8,0,0,3.0,0
CLI_000147,555,1537.77,13,59,210,0.861,16.7,703,2,0,0,8.2,0
CLI_000148,1093,6160.28,62,219,997,0.47,18.9,1070,3,1,2,3.9,0
CLI_000149,619,2165.93,18,6,59,0.234,7.2,61,30,0,1,6.1,1
CLI_000150,1390,1506.54,11,36,160,0.645,25.7,284,6,0,0,4.8,0
CLI_000151,194,549.49,8,37,168,0.696,24.1,9540,8,1,2,2.8,0
CLI_000152,96,263.52,2,7,29,0.904,17.9,2611,0,0,0,7.2,0
CLI_000153,1345,1033.54,9,29,117,0.728,21.2,1468,4,0,0,7.9,0
CLI_000154,99,1699.6,8,45,171,0.914,18.5,324,10,0,0,8.4,0
CLI_000155,307,13809.6,158,821,3686,0.775,17.6,2314,5,0,0,3.2,0
CLI_000156,384,2100.26,17,74,274,0.649,17.0,2454,6,1,3,4.9,0
CLI_000157,1122,5597.92,24,101,420,0.469,22.8,2542,10,0,0,7.6,0
CLI_000158,30,1018.22,14,63,255,0.804,16.2,66,0,0,2,10.0,0
CLI_000159,449,462.81,4,15,69,0.646,26.1,2093,8,0,0,8.8,0
CLI_000160,195,595.93,4,18,80,0.934,20.9,378,10,0,0,4.7,0
CLI_000161,373,785.24,6,29,110,0.778,20.8,1970,10,0,0,6.1,0
CLI_000162,188,20904.93,156,942,3534,0.512,24.8,1242,2,0,0,3.0,0
CLI_000163,110,703.03,4,1,21,0.205,6.7,25,10,0,2,5.3,1
CLI_000164,365,4742.23,40,168,687,0.973,22.3,712,6,0,0,3.3,0
CLI_000165,308,640.11,3,17,72,0.917,12.9,918,0,0,0,5.3,0
CLI_000166,2000,5278.03,75,240,952,0.971,23.3,2895,13,0,0,2.6,0
CLI_000167,84,2814.93,29,145,540,0.917,20.4,848,0,1,0,7.5,0
CLI_000168,629,1510.0,18,55,232,0.606,12.8,768,4,0,3,5.9,0
CLI_000169,2000,1725.24,8,30,110,0.481,15.0,1385,0,0,3,10.0,0
CLI_000170,30,851.5,5,23,92,0.561,19.1,2996,7,1,0,3.7,0
CLI_000171,125,3019.91,17,51,202,0.617,19.2,806,5,0,1,5.7,0
CLI_000172,474,1071.45,15,63,277,0.526,21.2,571,2,1,0,8.1,0
CLI_000173,137,441.67,3,14,60,0.688,21.3,1442,5,0,1,1.9,0
CLI_000174,86,415.87,2,8,37,0.789,26.4,858,3,0,2,10.0,0
CLI_000175,114,2204.99,12,4,38,0.248,5.6,82,30,0,0,5.5,1
CLI_000176,68,11113.93,102,447,1655,0.853,14.0,1641,4,0,0,2.1,0
CLI_000177,1311,2173.27,29,134,497,0.494,12.1,3535,8,1,0,4.3,0
CLI_000178,1627,1577.45,13,68,250,0.783,18.0,549,1,0,0,3.5,0
CLI_000179,477,2511.66,36,126,572,0.273,24.7,1723,9,1,0,10.0,0
CLI_000180,30,8118.51,62,326,1295,0.43,24.7,1677,11,0,0,9.7,0
CLI_000181,2000,2326.89,37,159,634,0.674,23.1,1460,2,1,3,6.2,0
CLI_000182,474,1127.13,18,81,299,0.755,20.6,895,0,0,0,7.6,0
CLI_000183,119,6452.56,31,112,428,0.843,21.8,734,1,0,0,7.7,0
CLI_000184,1366,2960.37,35,170,603,0.939,13.0,1754,1,0,0,7.7,0
CLI_000185,259,10573.64,116,375,1435,0.852,20.4,455,1,0,2,1.7,0
CLI_000186,240,2232.15,16,65,290,0.881,27.0,715,2,0,0,1.8,0
CLI_000187,166,442.24,3,10,45,0.709,38.2,1804,7,2,0,4.6,0
CLI_000188,30,374.88,3,16,60,0.559,21.5,917,4,0,0,4.8,0
CLI_000189,30,12071.07,62,257,1006,0.821,18.8,332,3,0,0,5.0,0
CLI_000190,116,13124.23,94,471,1701,0.931,29.3,2319,11,0,0,8.0,0
CLI_000191,295,1470.79,26,123,518,0.97,18.4,272,2,1,1,7.2,0
CLI_000192,741,1163.67,9,42,187,0.923,22.3,103,9,0,0,7.5,0
CLI_000193,191,9707.57,96,302,1107,0.852,26.6,1956,2,0,1,3.3,0
CLI_000194,266,506.18,8,27,107,0.72,18.2,444,6,0,0,6.8,0
CLI_000195,424,646.17,3,14,61,0.886,27.1,587,1,0,0,3.5,0
CLI_000196,559,3788.88,32,152,534,0.591,16.7,2009,2,0,0,3.5,0
CLI_000197,573,1148.49,9,36,156,0.729,20.7,617,1,0,0,8.2,0
CLI_000198,808,1797.42,20,80,363,0.937,25.6,1358,7,0,3,7.0,0
CLI_000199,30,1498.23,15,55,224,0.962,17.4,894,0,1,0,3.3,0
CLI_000200,89,2665.67,13,55,222,0.861,24.4,645,1,0,0,7.1,0
CLI_000201,2000,9123.46,55,219,946,0.674,24.7,439,15,0,0,6.1,0
CLI_000202,642,2006.55,16,56,246,0.814,15.7,834,8,0,0,9.2,0
CLI_000203,471,3791.55,20,81,343,0.97,23.3,4799,1,0,0,10.0,0
CLI_000204,149,200.0,3,0,12,0.41,8.7,36,9,0,2,1.0,1
CLI_000205,717,1709.53,16,70,284,0.41,3.8,1431,4,0,0,8.6,0
CLI_000206,216,685.59,8,35,126,0.81,20.4,884,0,1,0,8.6,0
CLI_000207,48,445.13,3,15,57,0.875,23.1,879,2,0,1,9.4,0
CLI_000208,88,658.61,7,33,142,0.62,21.2,2054,1,0,0,10.0,0
CLI_000209,288,1231.22,10,54,232,0.79,19.0,723,3,0,0,7.1,0
CLI_000210,30,5183.77,27,107,445,0.666,26.2,1228,7,0,3,7.3,0
CLI_000211,31,393.33,2,7,32,0.446,21.9,1888,0,1,1,3.0,0
CLI_000212,30,1872.87,18,81,274,0.549,21.5,2501,3,0,2,9.8,0
CLI_000213,1399,1036.09,4,20,72,0.651,25.6,1948,6,0,3,8.2,0
CLI_000214,34,1240.38,9,51,180,0.967,26.5,915,0,0,0,4.8,0
CLI_000215,228,5728.29,86,456,1579,0.765,26.7,2635,6,1,0,8.3,0
CLI_000216,124,3357.1,27,127,572,0.908,25.2,191,0,0,0,9.4,0
CLI_000217,256,8416.99,67,362,1310,0.534,27.6,748,0,0,0,7.6,0
CLI_000218,113,1513.71,12,46,196,0.63,23.9,4587,0,0,3,2.4,0
CLI_000219,147,812.13,5,20,88,0.822,29.2,1596,2,0,0,1.8,0
CLI_000220,56,1397.67,14,73,276,0.839,18.0,859,0,1,0,4.1,0
CLI_000221,723,2389.58,12,47,180,0.61,18.2,4946,13,0,0,7.1,0
CLI_000222,756,2215.11,9,45,205,0.439,18.3,398,0,0,0,7.8,0
CLI_000223,74,519.55,3,15,59,0.843,17.3,4728,4,0,1,1.9,0
CLI_000224,480,2006.33,12,1,214,0.904,17.3,622,0,0,0,3.3,0
CLI_000225,236,2350.69,26,109,440,0.821,15.5,1257,13,0,0,10.0,0
CLI_000226,656,32698.85,255,39,540,0.099,7.1,57,6,2,0,4.4,1
CLI_000227,1187,15652.27,124,588,1991,0.808,16.0,1751,4,0,0,7.8,0
CLI_000228,1408,677.74,9,30,135,0.592,25.8,2409,3,0,0,7.5,0
CLI_000229,441,1299.21,12,55,216,0.974,27.1,1295,3,1,0,10.0,0
CLI_000230,385,335.98,2,10,34,0.582,28.2,1504,2,0,0,7.7,0
CLI_000231,1128,916.61,6,25,103,0.88,26.2,1139,9,0,0,3.7,0
CLI_000232,467,2599.17,31,144,592,0.625,23.2,1730,3,0,2,8.0,0
CLI_000233,1958,7235.33,56,271,1150,0.643,20.3,936,17,1,0,7.5,0
CLI_000234,673,781.76,8,36,154,0.71,20.4,1678,2,1,0,3.3,0
CLI_000235,2000,852.12,6,33,121,0.847,23.6,1275,4,0,1,5.6,0
CLI_000236,1727,200.0,2,8,30,0.514,15.7,997,3,0,0,1.0,0
CLI_000237,60,1499.57,21,104,422,0.857,29.9,711,5,0,0,6.3,0
CLI_000238,85,532.84,5,1,16,0.028,5.4,297,4,2,0,1.8,1
CLI_000239,299,983.53,8,46,183,0.504,27.1,2005,1,0,0,7.4,0
CLI_000240,589,659.58,14,50,215,0.551,5.6,1168,5,1,0,1.0,0
CLI_000241,1698,1622.3,14,67,261,0.899,21.4,1245,0,0,0,7.1,0
CLI_000242,80,239.51,2,8,39,0.371,22.7,1270,7,0,0,5.4,0
CLI_000243,1714,334.59,2,8,31,0.813,24.9,1955,8,2,2,9.2,0
CLI_000244,255,20923.62,194,1046,3787,0.768,16.7,2887,3,0,0,2.2,0
CLI_000245,84,411.36,4,20,78,0.721,24.3,5322,1,0,0,4.3,0
CLI_000246,1710,512.19,4,12,46,0.541,25.0,1189,2,0,0,5.8,0
CLI_000247,1300,14949.76,95,272,1171,0.818,16.6,1703,0,1,1,9.7,0
CLI_000248,1263,51063.6,401,2532,9101,0.677,25.1,1720,0,0,2,10.0,0
CLI_000249,1466,469.98,2,7,32,0.619,15.1,661,5,0,1,4.0,0
CLI_000250,30,1183.83,13,52,200,0.701,24.7,93,5,2,1,3.6,0
CLI_000251,201,2677.9,25,102,373,0.761,27.2,650,3,0,2,7.4,0
CLI_000252,290,13200.4,138,728,3093,0.845,23.9,1551,4,0,0,7.2,0
CLI_000253,335,581.21,6,30,118,0.553,16.7,2573,2,1,0,6.9,0
CLI_000254,55,1363.66,13,69,259,0.703,18.1,727,8,0,0,2.6,0
CLI_000255,1269,4420.19,50,207,758,0.407,30.7,3743,1,0,0,7.1,0
CLI_000256,1013,2980.9,17,73,254,0.649,13.9,501,0,0,1,6.3,0
CLI_000257,30,1173.12,12,44,199,0.82,23.8,1359,0,0,0,7.7,0
CLI_000258,1967,1550.14,10,2,38,0.3,4.0,88,24,0,0,2.3,1
CLI_000259,128,371.99,4,24,86,0.612,25.2,547,7,1,0,10.0,0
CLI_000260,1751,1374.85,13,65,272,0.879,32.9,3073,1,1,0,7.0,0
CLI_000261,1860,1330.96,10,45,161,0.93,22.9,448,4,0,0,5.8,0
CLI_000262,1601,2361.37,15,74,299,0.511,15.1,1455,0,0,0,4.6,0
CLI_000263,30,954.68,5,20,86,0.613,22.3,189,4,0,0,6.7,0
CLI_000264,154,3109.66,16,85,358,0.772,21.5,933,3,0,0,6.4,0
CLI_000265,1306,5794.26,34,175,730,0.603,22.3,295,2,0,0,6.7,0
CLI_000266,2000,2161.9,21,94,324,0.57,28.2,1738,0,0,0,7.1,0
CLI_000267,1322,2709.5,24,96,376,0.804,16.2,855,3,0,2,0.3,0
CLI_000268,100,1922.01,19,93,362,0.942,24.3,397,7,1,0,8.9,0
CLI_000269,1374,1808.22,19,8,83,0.342,9.0,105,15,1,1,6.7,1
CLI_000270,72,788.56,9,4,33,0.1,4.3,165,4,1,0,0.4,1
CLI_000271,72,2601.83,39,126,504,0.841,21.4,5552,7,0,0,6.1,0
CLI_000272,120,1616.66,14,10,71,0.466,5.0,46,16,1,0,1.3,1
CLI_000273,169,20073.25,280,1593,5966,0.764,21.5,753,8,0,1,4.4,0
CLI_000274,465,11040.86,65,0,983,0.843,17.9,1713,2,0,0,7.1,0
CLI_000275,94,2817.83,24,102,351,0.384,12.1,1198,4,0,0,5.8,0
CLI_000276,1695,751.81,5,23,85,0.749,14.7,943,4,0,2,3.6,0
CLI_000277,89,503.07,6,25,114,0.709,23.7,976,0,0,0,8.0,0
CLI_000278,1127,7113.96,67,273,1129,0.589,23.3,32,0,0,0,2.6,0
CLI_000279,638,2445.88,24,133,469,0.796,28.3,309,7,0,0,5.8,0
CLI_000280,62,3140.59,29,17,120,0.073,5.4,95,0,1,0,2.9,1
CLI_000281,105,243.16,2,10,45,0.563,6.9,1385,3,1,0,6.6,0
CLI_000282,114,5253.0,32,190,660,0.906,19.4,4505,22,0,0,8.7,0
CLI_000283,59,3049.04,21,83,307,0.72,21.5,970,1,0,0,10.0,0
CLI_000284,519,504.22,5,18,74,0.755,19.4,2744,0,0,0,4.2,0
CLI_000285,1334,1051.26,7,37,133,0.599,18.9,200,5,0,0,9.1,0
CLI_000286,30,2448.61,25,25,210,0.621,7.7,451,30,1,0,7.8,1
CLI_000287,30,1920.49,13,39,142,0.882,15.3,3223,7,0,2,0.6,0
CLI_000288,59,1292.07,7,43,155,0.978,27.6,1701,1,0,0,7.3,0
CLI_000289,30,1605.18,27,153,562,0.677,25.4,712,0,0,2,5.2,0
CLI_000290,1702,1353.2,12,47,190,0.425,19.4,1580,10,0,3,0.8,0
CLI_000291,837,2154.79,14,2,53,0.024,3.1,445,16,0,0,4.0,1
CLI_000292,741,9820.39,76,336,1393,0.917,29.3,1247,2,0,0,3.8,0
CLI_000293,1137,200.0,2,7,30,0.71,12.1,1874,2,1,0,2.6,0
CLI_000294,1374,1376.94,14,63,274,0.688,24.2,1499,3,0,0,4.8,0
CLI_000295,871,2214.96,39,208,705,0.801,20.5,188,2,1,0,7.7,0
CLI_000296,499,2541.2,28,116,484,0.702,20.6,1929,3,0,3,7.4,0
CLI_000297,1385,1178.85,13,48,219,0.859,21.8,185,0,0,0,9.7,0
CLI_000298,912,239.79,2,8,30,0.723,12.1,979,0,1,0,4.7,0
CLI_000299,108,2636.47,34,157,647,0.339,20.9,2820,17,1,3,9.1,0
CLI_000300,41,13179.96,62,221,854,0.695,19.3,1958,0,0,0,7.8,0
CLI_000301,199,309.84,1,5,19,0.757,18.6,560,0,0,3,8.0,0
CLI_000302,385,4882.45,47,204,803,0.891,26.2,1049,6,0,0,7.0,0
CLI_000303,203,1239.17,22,88,403,0.868,13.6,4238,0,1,2,7.1,0
CLI_000304,100,1684.93,18,110,387,0.919,20.9,2638,0,0,0,3.7,0
CLI_000305,160,538.7,7,35,139,0.383,23.3,3153,0,1,2,4.2,0
CLI_000306,30,1230.75,18,79,352,0.683,19.6,631,0,1,2,9.5,0
CLI_000307,299,8063.08,59,301,1129,0.617,27.1,642,8,0,0,3.2,0
CLI_000308,1737,3533.53,38,163,614,0.72,26.5,5220,0,0,0,5.9,0
CLI_000309,224,13255.37,218,1050,4336,0.784,15.9,340,2,0,1,2.9,0
CLI_000310,130,7002.51,48,273,958,0.893,26.7,693,11,1,1,4.4,0
CLI_000311,1388,2995.75,25,126,3,0.219,14.8,1224,1,0,1,6.5,0
CLI_000312,30,13433.74,96,529,2035,0.887,32.3,1747,16,0,0,5.3,0
CLI_000313,384,2995.43,20,115,419,0.882,22.6,966,3,0,0,6.2,0
CLI_000314,645,4685.31,76,388,1675,0.781,34.7,2109,1,0,1,0.1,0
CLI_000315,1723,1285.55,10,46,163,0.802,20.4,658,0,0,0,8.5,0
CLI_000316,144,1951.84,21,77,343,0.806,26.8,2211,24,0,0,9.2,0
CLI_000317,1807,810.75,6,27,115,0.563,16.8,2624,0,0,1,6.7,0
CLI_000318,77,5642.16,77,343,1253,0.359,29.1,381,5,0,0,6.6,0
CLI_000319,64,466.36,3,15,51,0.594,20.1,604,1,0,0,3.4,0
CLI_000320,222,4445.75,46,193,780,0.888,24.0,1121,2,0,0,5.3,0
CLI_000321,1419,1452.08,7,27,111,0.561,23.3,388,12,0,0,4.2,0
CLI_000322,595,6953.04,37,190,679,0.648,18.8,2437,11,0,0,5.5,0
CLI_000323,1977,4287.67,33,180,705,0.906,23.5,545,3,0,2,7.6,0
